tweet_id,retweet_count,favorites,user_favorites
878776093423087618,3759,18335,144702
878604707211726852,6561,28534,144702
878404777348136964,1185,0,144702
878316110768087041,6143,0,144702
878281511006478336,1185,7317,144702
878057613040115712,6264,39834,144702
877736472329191424,17486,75183,144702
877611172832227328,74,0,144702
877556246731214848,3510,21510,144702
877316821321428993,4791,25948,144702
877201837425926144,5153,25669,144702
876838120628539392,3075,19586,144702
876537666061221889,4324,22382,144702
876484053909872640,2195,17777,144702
876120275196170240,4310,26515,144702
875747767867523072,3946,23851,144702
875144289856114688,4539,20761,144702
875097192612077568,5623,26034,144702
875021211251597312,4369,24176,144702
874680097055178752,4279,26391,144702
874434818259525634,13464,0,144702
874296783580663808,3801,24697,144702
874057562936811520,3681,21546,144702
874012996292530176,9523,32614,144702
873580283840344065,3632,22996,144702
873337748698140672,1476,0,144702
873213775632977920,1476,6806,144702
872967104147763200,5040,25952,144702
872820683541237760,3450,14007,144702
872620804844003328,3393,19712,144702
872486979161796608,8394,38756,144702
872122724285648897,7521,32679,144702
871879754684805121,10253,35851,144702
871762521631449091,3242,19278,144702
871515927908634625,3239,19216,144702
871166179821445120,5320,0,144702
871102520638267392,5140,19949,144702
871032628920680449,3572,21677,144702
870804317367881728,5781,32082,144702
870726314365509632,3,117,144702
870656317836468226,2470,11802,144702
870374049280663552,24714,79111,144702
870308999962521604,3877,20894,144702
870063196459192321,7777,34918,144702
869772420881756160,9449,40614,144702
869702957897576449,5906,26998,144702
869596645499047938,2928,15275,144702
869227993411051520,3546,19532,144702
868880397819494401,13529,62617,144702
868639477480148993,1951,0,144702
868622495443632128,4970,25543,144702
868552278524837888,1951,9651,144702
867900495410671616,3927,23194,144702
867774946302451713,6916,32553,144702
867421006826221569,2339,15433,144702
867072653475098625,113,0,144702
867051520902168576,7415,30901,144702
866720684873056260,4513,19242,144702
866686824827068416,3275,18512,144702
866450705531457537,33232,117360,144702
866334964761202691,13464,50355,144702
866094527597207552,7915,0,144702
865718153858494464,5310,24657,144702
865359393868664832,4727,25458,144702
865006731092295680,7277,26956,144702
864873206498414592,8233,31067,144702
864279568663928832,2856,14035,144702
864197398364647424,8390,28917,144702
863907417377173506,3916,19844,144702
863553081350529029,3977,14716,144702
863471782782697472,2306,0,144702
863432100342583297,4971,22947,144702
863427515083354112,91,2137,144702
863079547188785154,1052,8467,144702
863062471531167744,2306,8172,144702
862831371563274240,4885,18517,144702
862722525377298433,3360,16494,144702
862457590147678208,4696,19748,144702
862096992088072192,22058,71819,144702
861383897657036800,10215,34893,144702
861288531465048066,3943,16596,144702
861005113778896900,3639,16153,144702
860981674716409858,2046,0,144702
860924035999428608,768,0,144702
860563773140209665,2046,7261,144702
860524505164394496,5070,22882,144702
860276583193509888,3342,17782,144702
860184849394610176,5586,16150,144702
860177593139703809,29576,0,144702
859924526012018688,3923,18972,144702
859851578198683649,3363,14960,144702
859607811541651456,1492,18048,144702
859196978902773760,28882,87247,144702
859074603037188101,13070,32859,144702
858860390427611136,7795,0,144702
858843525470990336,3347,15132,144702
858471635011153920,4661,20911,144702
858107933456039936,2793,15326,144702
857989990357356544,2494,15655,144702
857746408056729600,10227,33350,144702
857393404942143489,1577,5734,144702
857263160327368704,4359,19526,144702
857214891891077121,17,219,144702
857062103051644929,164,0,144702
857029823797047296,3844,18409,144702
856543823941562368,2782,15931,144702
856526610513747968,1812,11572,144702
856330835276025856,648,0,144702
856288084350160898,15,505,144702
856282028240666624,6093,27120,144702
855862651834028034,25,334,144702
855860136149123072,950,4834,144702
855857698524602368,2046,11603,144702
855851453814013952,17448,44686,144702
855818117272018944,5264,26105,144702
855459453768019968,7975,29227,144702
855245323840757760,5797,0,144702
855138241867124737,43,0,144702
854732716440526848,5913,22357,144702
854482394044301312,6696,28778,144702
854365224396361728,4570,18553,144702
854120357044912130,7302,31447,144702
854010172552949760,3071,15960,144702
853760880890318849,5606,28133,144702
853639147608842240,9841,34221,144702
853299958564483072,3475,15274,144702
852936405516943360,1962,0,144702
852912242202992640,1781,8925,144702
852672615818899456,2112,14717,144702
852553447878664193,3416,16099,144702
852311364735569921,9767,32735,144702
852226086759018497,6720,19741,144702
852189679701164033,1557,11320,144702
851861385021730816,19,0,144702
851591660324737024,3426,16098,144702
851464819735769094,6942,24011,144702
851224888060895234,5646,20492,144702
850753642995093505,9019,30578,144702
850380195714523136,2578,12981,144702
850333567704068097,326,3429,144702
850145622816686080,3753,16206,144702
850019790995546112,4822,20286,144702
849776966551130114,7526,30258,144702
849668094696017920,4901,0,144702
849412302885593088,3130,15775,144702
849336543269576704,1883,11348,144702
849051919805034497,8391,42097,144702
848690551926992896,4280,25063,144702
848324959059550208,4565,24599,144702
848213670039564288,727,8138,144702
848212111729840128,3012,16242,144702
847978865427394560,3233,0,144702
847971574464610304,429,0,144702
847962785489326080,5041,23412,144702
847842811428974592,1321,5410,144702
847617282490613760,413,6966,144702
847606175596138505,3400,18700,144702
847251039262605312,4276,20439,144702
847157206088847362,5813,19815,144702
847116187444137987,3160,21388,144702
846874817362120707,3908,20058,144702
846514051647705089,11510,44555,144702
846505985330044928,3047,14075,144702
846153765933735936,9005,31578,144702
846139713627017216,9966,31021,144702
846042936437604353,2853,15967,144702
845812042753855489,8672,29247,144702
845677943972139009,4773,25185,144702
845397057150107648,1799,7631,144702
845306882940190720,5374,23355,144702
845098359547420673,7623,0,144702
844979544864018432,2554,13647,144702
844973813909606400,3180,15098,144702
844580511645339650,3121,16497,144702
844223788422217728,2191,13665,144702
843981021012017153,2943,15205,144702
843856843873095681,4613,21500,144702
843604394117681152,2742,16929,144702
843235543001513987,6018,21558,144702
842846295480000512,3632,15308,144702
842765311967449089,1284,6760,144702
842535590457499648,3507,18153,144702
842163532590374912,5797,24550,144702
842115215311396866,3035,14026,144702
841833993020538882,15151,0,144702
841680585030541313,7810,25812,144702
841439858740625411,3693,12707,144702
841320156043304961,5501,19873,144702
841314665196081154,4673,15898,144702
841077006473256960,5320,22985,144702
840761248237133825,1770,0,144702
840728873075638272,16203,0,144702
840698636975636481,2,177,144702
840696689258311684,976,12358,144702
840632337062862849,1770,9047,144702
840370681858686976,4557,16551,144702
840268004936019968,5758,19388,144702
839990271299457024,2283,13497,144702
839549326359670784,7795,27657,144702
839290600511926273,145,0,144702
839239871831150596,6559,27332,144702
838952994649550848,4025,19799,144702
838921590096166913,2073,11237,144702
838916489579200512,35,0,144702
838831947270979586,11075,0,144702
838561493054533637,1344,11010,144702
838476387338051585,4808,22703,144702
838201503651401729,10132,0,144702
838150277551247360,332,1685,144702
838085839343206401,1,142,144702
838083903487373313,3159,17775,144702
837820167694528512,7915,34423,144702
837482249356513284,445,3869,144702
837471256429613056,2294,12915,144702
837110210464448512,2379,16186,144702
836989968035819520,2304,12877,144702
836753516572119041,4676,19489,144703
836677758902222849,2242,12712,144702
836648853927522308,560,0,144702
836397794269200385,27767,0,144702
836380477523124226,3008,14891,144702
836260088725786625,4331,21513,144702
836001077879255040,4299,19282,144702
835685285446955009,8202,0,144702
835574547218894849,3649,17978,144702
835536468978302976,1720,0,144702
835309094223372289,21190,0,144702
835297930240217089,3046,16643,144702
835264098648616962,1720,7813,144702
835246439529840640,73,2126,144702
835172783151792128,5822,26453,144702
835152434251116546,3048,22662,144702
834931633769889797,1664,10929,144702
834786237630337024,5556,21568,144702
834574053763584002,2565,13808,144702
834477809192075265,10780,0,144702
834458053273591808,1702,9728,144702
834209720923721728,4817,20845,144702
834167344700198914,3698,15996,144702
834089966724603904,2159,10152,144702
834086379323871233,2229,13210,144702
833863086058651648,2435,13557,144702
833826103416520705,3808,18229,144702
833732339549220864,223,0,144702
833722901757046785,3268,21029,144702
833479644947025920,2080,15018,144702
833124694597443584,4901,20421,144702
832998151111966721,2230,13437,144702
832769181346996225,39,0,144702
832757312314028032,3672,17056,144702
832682457690300417,2956,12022,144702
832645525019123713,537,2966,144702
832636094638288896,2826,16052,144702
832397543355072512,2246,12107,144702
832369877331693569,3233,17397,144702
832273440279240704,2368,11490,144702
832215909146226688,6288,0,144702
832215726631055365,9472,0,144702
832088576586297345,2,64,144702
832040443403784192,9753,0,144702
832032802820481025,4731,18106,144702
831939777352105988,6232,24312,144702
831926988323639298,34,341,144702
831911600680497154,6598,28004,144702
831670449226514432,1850,10587,144702
831650051525054464,1962,7255,144702
831552930092285952,2342,9112,144702
831322785565769729,1576,9387,144702
831315979191906304,1141,6643,144702
831309418084069378,2492,11913,144702
831262627380748289,2081,12070,144702
830956169170665475,1518,8098,144702
830583320585068544,17050,67867,144702
830173239259324417,5784,0,144702
830097400375152640,2998,9967,144702
829878982036299777,5109,0,144702
829861396166877184,1980,12404,144702
829501995190984704,10780,32241,144702
829449946868879360,2060,10621,144702
829141528400556032,7480,24812,144702
829011960981237760,16549,53906,144702
828801551087042563,3469,0,144702
828770345708580865,5963,25972,144702
828708714936930305,11382,37131,144702
828650029636317184,1375,9664,144702
828409743546925057,1182,6444,144702
828408677031882754,1312,7791,144702
828381636999917570,2252,12785,144702
828376505180889089,1089,7493,144702
828372645993398273,2991,12761,144702
828361771580813312,173,2233,144702
828046555563323392,2923,11964,144702
828011680017821696,2184,10518,144702
827933404142436356,5334,20426,144702
827653905312006145,3067,15723,144702
827600520311402496,958,7549,144702
827324948884643840,3112,16122,144702
827199976799354881,2265,10747,144702
826958653328592898,5109,21939,144702
826848821049180160,10363,36989,144702
826615380357632002,4059,0,144702
826598799820865537,257,5204,144702
826598365270007810,2391,10214,144702
826476773533745153,4279,18747,144702
826240494070030336,2650,13524,144702
826204788643753985,941,4961,144702
826115272272650244,3197,15923,144702
825876512159186944,1913,10654,144702
825829644528148480,2537,12950,144702
825535076884762624,17843,57762,144702
825147591692263424,4632,18646,144702
825120256414846976,1289,0,144702
825026590719483904,1289,6435,144702
824796380199809024,5599,0,144702
824775126675836928,3600,15206,144702
824663926340194305,1774,10280,144702
824325613288833024,10708,12024,144702
824297048279236611,3950,15350,144702
824025158776213504,609,4911,144702
823939628516474880,2760,10825,144702
823719002937630720,11448,0,144702
823699002998870016,2574,14227,144702
823581115634085888,2681,13281,144702
823333489516937216,25,714,144702
823322678127919110,4118,16034,144702
823269594223824897,10114,0,144702
822975315408461824,3533,17649,144702
822872901745569793,44265,134432,144702
822859134160621569,2338,13539,144702
822647212903690241,6549,0,144702
822610361945911296,3020,15115,144702
822489057087389700,6549,18530,144702
822462944365645825,14676,28684,144702
822244816520155136,10114,35687,144702
822163064745328640,4896,0,144702
821886076407029760,2359,11564,144702
821813639212650496,3427,0,144702
821765923262631936,1688,8602,144702
821522889702862852,1808,8200,144702
821421320206483457,5727,0,144702
821407182352777218,4458,12034,144702
821153421864615936,10,262,144703
821149554670182400,2043,8846,144702
821107785811234820,2186,9788,144702
821044531881721856,2332,12920,144702
820837357901512704,6899,0,144702
820749716845686786,10132,32228,144702
820690176645140481,3312,12477,144702
820494788566847489,575,0,144702
820446719150292993,2630,0,144702
820314633777061888,575,3412,144702
820078625395449857,6451,20250,144702
820013781606658049,1210,0,144702
819952236453363712,1210,5432,144702
819924195358416896,4979,13175,144702
819711362133872643,3188,13708,144702
819588359383371776,2038,9847,144702
819347104292290561,1235,7388,144702
819238181065359361,414,2326,144702
819227688460238848,6899,23609,144702
819015337530290176,37761,0,144702
819015331746349057,19410,0,144702
819006400881917954,19410,46305,144702
819004803107983360,37761,88902,144702
818646164899774465,21520,0,144702
818627210458333184,7726,22904,144702
818614493328580609,2636,10076,144702
818588835076603904,6306,0,144702
818536468981415936,2530,11166,144702
818307523543449600,8316,0,144702
818259473185828864,2337,11287,144702
818145370475810820,2638,12591,144702
817908911860748288,824,4972,144702
817827839487737858,27767,52984,144702
817777686764523521,2763,10996,144702
817536400337801217,3051,12046,144702
817502432452313088,3484,0,144702
817423860136083457,15151,34747,144702
817415592588222464,977,5733,144702
817181837579653120,8694,0,144702
817171292965273600,2075,8968,144702
817120970343411712,2671,12503,144702
817056546584727552,1685,8802,144702
816829038950027264,4835,0,144702
816816676327063552,2086,10254,144702
816697700272001025,2253,10031,144702
816450570814898180,8316,31273,144702
816336735214911488,2000,8827,144702
816091915477250048,2203,9146,144702
816062466425819140,1056,0,144702
816014286006976512,5417,0,144702
815990720817401858,1056,5082,144702
815966073409433600,8694,22962,144702
815745968457060357,4251,0,144702
815736392542261248,2335,10100,144702
815639385530101762,1691,8434,144702
815390420867969024,3911,10619,144702
814986499976527872,1316,7852,144702
814638523311648768,2778,11555,144702
814578408554463233,5990,0,144702
814530161257443328,1912,8876,144702
814153002265309185,8934,29547,144702
813944609378369540,3265,0,144702
813910438903693312,1924,9535,144702
813812741911748608,14369,37366,144702
813800681631023104,1813,8548,144702
813217897535406080,7511,19141,144702
813202720496779264,1857,9472,144702
813187593374461952,4493,20412,144702
813172488309972993,1983,9527,144702
813157409116065792,2277,7982,144702
813142292504645637,2447,8697,144702
813130366689148928,460,4594,144702
813127251579564032,3229,12166,144702
813112105746448384,2823,10586,144702
813096984823349248,3716,10830,144702
813081950185472002,2849,10137,144702
813066809284972545,2007,8175,144702
813051746834595840,7579,21528,144702
812781120811126785,1965,7778,144702
812709060537683968,1475,6799,144702
812503143955202048,1257,6233,144702
812466873996607488,1994,8184,144702
812372279581671427,3778,14046,144702
811985624773361665,1446,7459,144702
811744202451197953,1640,7751,144702
811647686436880384,764,5757,144702
811627233043480576,3176,13118,144702
811386762094317568,6570,21508,144702
810984652412424192,1479,5488,144702
810896069567610880,1822,9273,144702
810657578271330305,2737,11276,144702
810284430598270976,11669,36273,144702
810254108431155201,3469,15110,144702
809920764300447744,4059,15945,144702
809808892968534016,5052,0,144702
809448704142938112,1506,7128,144702
809220051211603969,5784,20490,144702
809084759137812480,3627,13615,144702
808838249661788160,3134,10391,144702
808733504066486276,2231,8145,144702
808501579447930884,2687,11628,144702
808344865868283904,21520,43819,144702
808134635716833280,6114,0,144702
808106460588765185,2277,9029,144702
808001312164028416,3639,12904,144702
807621403335917568,3748,15004,144702
807106840509214720,57266,121782,144702
807059379405148160,7573,0,144702
807010152071229440,3977,13429,144702
806629075125202948,35803,76983,144702
806620845233815552,5705,0,144702
806576416489959424,2007,5029,144702
806542213899489280,2430,10515,144702
806242860592926720,12007,0,144702
806219024703037440,1225,6608,144702
805958939288408065,5525,0,144702
805932879469572096,1978,8505,144702
805826884734976000,1885,6754,144702
805823200554876929,8291,0,144702
805520635690676224,1715,5913,144702
805487436403003392,2601,9047,144702
805207613751304193,1772,8037,144702
804738756058218496,3938,14080,144702
804475857670639616,2076,6313,144702
804413760345620481,3330,0,144702
804026241225523202,16674,45852,144702
803773340896923648,2833,10352,144702
803692223237865472,7663,0,144702
803638050916102144,4273,11267,144702
803380650405482500,1922,7991,144702
803321560782307329,5487,0,144702
803276597545603072,2534,10327,144702
802952499103731712,2073,9287,144702
802624713319034886,2996,0,144702
802600418706604034,1515,7313,144702
802572683846291456,2585,9200,144702
802323869084381190,6014,16685,144702
802265048156610565,1417,6966,144702
802239329049477120,2703,9338,144702
802185808107208704,279,0,144702
801958328846974976,1759,7966,144702
801854953262350336,244,1829,144702
801538201127157760,2127,8458,144702
801285448605831168,848,6234,144702
801167903437357056,6114,25212,144702
801127390143516673,4076,0,144702
801115127852503040,2174,8313,144702
800859414831898624,98,706,144702
800855607700029440,1663,0,144702
800751577355128832,2883,10866,144702
800513324630806528,3083,13528,144702
800459316964663297,2238,9785,144702
800443802682937345,4456,0,144702
800388270626521089,2896,11499,144702
800188575492947969,4071,0,144702
800141422401830912,2630,15753,144702
800018252395122689,13596,29222,144702
799774291445383169,4841,0,144702
799757965289017345,2228,8650,144702
799422933579902976,1985,8293,144702
799308762079035393,5648,0,144702
799297110730567681,2849,10189,144702
799063482566066176,2542,8319,144702
798933969379225600,4626,13491,144702
798925684722855936,1484,7706,144702
798705661114773508,6864,0,144702
798701998996647937,8053,0,144702
798697898615730177,6698,0,144702
798694562394996736,5120,0,144702
798686750113755136,2409,0,144702
798682547630837760,4866,0,144702
798673117451325440,5721,0,144702
798665375516884993,4036,0,144702
798644042770751489,1912,0,144702
798628517273620480,2036,0,144702
798585098161549313,5899,0,144702
798576900688019456,6037,0,144702
798340744599797760,3461,0,144702
798209839306514432,2635,10728,144702
797971864723324932,3212,11969,144702
797545162159308800,5030,14984,144702
797236660651966464,6813,20564,144702
797165961484890113,27,231,144702
796904159865868288,9215,0,144702
796865951799083009,1976,7918,144702
796759840936919040,3146,12194,144702
796563435802726400,7497,0,144702
796484825502875648,1819,7801,144702
796387464403357696,4290,11340,144702
796177847564038144,14759,0,144702
796149749086875649,14759,33250,144702
796125600683540480,1862,5106,144703
796116448414461957,2485,9393,144702
796080075804475393,2394,8708,144702
796031486298386433,3834,11143,144702
795464331001561088,24462,51166,144702
795400264262053889,2973,10379,144702
795076730285391872,5599,16699,144702
794983741416415232,3487,0,144702
794926597468000259,2387,10577,144702
794355576146903043,10633,0,144702
794332329137291264,2753,9856,144702
794205286408003585,3416,9496,144702
793962221541933056,5052,17331,144702
793845145112371200,1931,9513,144702
793614319594401792,3238,0,144702
793601777308463104,1681,8221,144702
793500921481273345,2455,11002,144702
793286476301799424,9472,25325,144702
793271401113350145,2464,8956,144702
793256262322548741,8616,20588,144702
793241302385262592,3392,10844,144702
793226087023144960,2954,10139,144702
793210959003287553,2885,9197,144702
793195938047070209,5822,15761,144702
793180763617361921,2073,7157,144702
793165685325201412,2872,9715,144702
793150605191548928,1747,6366,144702
793135492858580992,2565,6646,144702
793120401413079041,4037,13076,144702
792913359805018113,4102,14766,144702
792883833364439040,4406,11656,144702
792773781206999040,1731,7579,144702
792394556390137856,4434,13862,144702
792050063153438720,1865,7388,144702
791821351946420224,21766,0,144702
791784077045166082,9916,0,144702
791780927877898241,3951,0,144702
791774931465953280,22916,46490,144702
791672322847637504,3238,12110,144702
791406955684368384,4251,13523,144702
791312159183634433,2616,9052,144702
791026214425268224,4224,0,144702
790987426131050500,2202,10146,144702
790946055508652032,4835,17130,144702
790723298204217344,2387,0,144702
790698755171364864,1985,8457,144702
790581949425475584,7396,21256,144702
790337589677002753,1932,8060,144702
790277117346975746,3265,12919,144702
790227638568808452,3680,0,144702
789986466051088384,2387,9524,144702
789960241177853952,4252,0,144702
789903600034189313,4245,10672,144702
789628658055020548,1829,7716,144702
789599242079838210,1983,6967,144702
789530877013393408,3487,12091,144702
789314372632018944,2362,8904,144702
789280767834746880,5105,0,144702
789268448748703744,2679,9380,144702
789137962068021249,2891,10010,144702
788908386943430656,12831,28206,144702
788765914992902144,10633,28157,144702
788552643979468800,7420,0,144702
788412144018661376,5431,16022,144702
788178268662984705,2163,7441,144702
788150585577050112,1333,6299,144702
788070120937619456,3532,0,144702
788039637453406209,1362,6307,144702
787810552592695296,3150,8899,144702
787717603741622272,2869,10540,144702
787397959788929025,2919,11184,144702
787322443945877504,1791,8023,144702
787111942498508800,6938,0,144702
786963064373534720,8202,27358,144702
786729988674449408,2485,0,144702
786709082849828864,6288,18733,144702
786664955043049472,2633,10917,144702
786595970293370880,3204,9694,144702
786363235746385920,3609,11201,144702
786286427768250368,2930,8191,144702
786233965241827333,4896,15698,144702
786051337297522688,158,1470,144702
786036967502913536,7243,0,144702
785927819176054784,3270,11698,144702
785872687017132033,1873,6878,144702
785639753186217984,2296,8051,144702
785533386513321988,2048,9359,144702
785515384317313025,1296,6277,144702
785264754247995392,1684,7455,144702
785170936622350336,4973,12372,144702
784826020293709826,3330,10397,144702
784517518371221505,2601,9224,144702
784431430411685888,1309,5865,144702
784183165795655680,8291,20651,144702
784057939640352768,11448,30600,144702
783839966405230592,11075,30816,144702
783821107061198850,2019,7552,144702
783695101801398276,3309,10736,144702
783466772167098368,2310,8690,144702
783391753726550016,5647,17341,144702
783347506784731136,5707,0,144702
783334639985389568,12007,29927,144702
783085703974514689,2262,8376,144702
782969140009107456,7573,24747,144702
782747134529531904,1443,7670,144702
782722598790725632,5525,17736,144702
782598640137187329,1927,8003,144702
782305867769217024,5727,17085,144702
782021823840026624,6373,0,144702
781955203444699136,3459,11414,144702
781661882474196992,2791,10715,144702
781655249211752448,1155,4098,144702
781524693396357120,5705,21275,144702
781308096455073793,2614,7328,144702
781251288990355457,2127,8639,144702
781163403222056960,2803,10053,144702
780931614150983680,7497,22171,144702
780858289093574656,2055,7367,144702
780800785462489090,1330,5626,144702
780601303617732608,3427,12409,144702
780543529827336192,1782,6476,144702
780496263422808064,3800,0,144702
780476555013349377,116,0,144702
780459368902959104,1104,5430,144702
780192070812196864,2302,8922,144702
780092040432480260,2356,0,144702
780074436359819264,5095,12509,144702
779834332596887552,7243,19400,144702
779377524342161408,3179,9027,144702
779124354206535695,18810,0,144702
779056095788752897,4640,15136,144702
778990705243029504,7401,20474,144702
778774459159379968,10163,0,144702
778764940568104960,374,889,144702
778748913645780993,1341,7060,144702
778650543019483137,1550,5910,144702
778624900596654080,1037,4752,144702
778408200802557953,4445,13958,144702
778396591732486144,12544,0,144702
778383385161035776,1128,5988,144702
778286810187399168,3384,10647,144702
778039087836069888,2707,8697,144702
778027034220126208,1654,6700,144702
777953400541634568,3618,0,144702
777885040357281792,1667,6509,144702
777684233540206592,2996,11488,144702
777641927919427584,4327,0,144702
777621514455814149,2555,8975,144702
777189768882946048,4395,14611,144702
776819012571455488,14022,0,144702
776813020089548800,1239,4986,144702
776477788987613185,2842,9043,144702
776249906839351296,9378,0,144702
776218204058357768,16253,30628,144702
776201521193218049,2567,9842,144702
776113305656188928,4456,12026,144702
776088319444877312,154,1887,144702
775898661951791106,16932,0,144702
775842724423557120,2722,11976,144702
775733305207554048,4076,14167,144702
775729183532220416,4691,13259,144702
775364825476165632,3047,7574,144702
775350846108426240,3996,10391,144702
775085132600442880,4841,15913,144702
774757898236878852,1823,8789,144702
774639387460112384,1764,6892,144702
774314403806253056,5648,22243,144702
773985732834758656,3963,10971,144702
773922284943896577,1782,6535,144702
773704687002451968,1660,6749,144702
773670353721753600,1336,5460,144702
773547596996571136,6306,22594,144702
773336787167145985,5198,0,144702
773308824254029826,7623,23792,144702
773247561583001600,3309,9652,144702
773191612633579521,4233,10211,144702
772877495989305348,3961,8755,144702
772826264096874500,2398,8236,144702
772615324260794368,3453,0,144702
772581559778025472,1728,6638,144702
772193107915964416,1422,6176,144702
772152991789019136,1154,3888,144702
772117678702071809,755,3853,144702
772114945936949249,476,2780,144702
772102971039580160,954,4087,144702
771908950375665664,1945,6724,144702
771770456517009408,3461,12254,144702
771500966810099713,2657,8436,144702
771380798096281600,5198,10713,144702
771171053431250945,7654,0,144702
771136648247640064,2985,9348,144702
771102124360998913,1466,6366,144702
771014301343748096,1684,7028,144702
770787852854652928,1227,5033,144702
770772759874076672,1447,5290,144702
770655142660169732,1799,7490,144702
770414278348247044,2135,6449,144702
770293558247038976,1509,6374,144702
770093767776997377,3122,0,144702
770069151037685760,2339,7739,144702
769940425801170949,9753,32010,144702
769695466921623552,1702,6539,144702
769335591808995329,7883,0,144702
769212283578875904,1758,5517,144702
768970937022709760,6643,14662,144702
768909767477751808,2734,0,144702
768855141948723200,905,4285,144702
768609597686943744,1227,4203,144702
768596291618299904,1304,5139,144702
768554158521745409,5946,0,144702
768473857036525572,3493,13892,144702
768193404517830656,3618,11085,144702
767884188863397888,1412,4837,144702
767754930266464257,5487,16308,144702
767500508068192258,2379,7642,144702
767191397493538821,3847,12529,144702
767122157629476866,2911,10363,144702
766864461642756096,5745,0,144702
766793450729734144,1378,5174,144702
766714921925144576,385,2653,144702
766693177336135680,812,4091,144702
766423258543644672,1620,6129,144702
766313316352462849,1921,6923,144702
766078092750233600,2679,0,144702
766069199026450432,868,4323,144702
766008592277377025,505,3817,144702
765719909049503744,2192,7375,144702
765669560888528897,1244,5289,144702
765395769549590528,3444,27028,144702
765371061932261376,2199,7216,144702
765222098633691136,3453,11851,144702
764857477905154048,1804,6578,144702
764259802650378240,1531,6136,144702
763956972077010945,56,768,144702
763837565564780549,4224,12811,144702
763183847194451968,1496,5473,144702
763167063695355904,3075,0,144702
763103485927849985,2328,7494,144702
762699858130116608,3680,12371,144702
762471784394268675,6551,11426,144702
762464539388485633,4252,10502,144702
762316489655476224,1141,4885,144702
762035686371364864,15811,32459,144702
761976711479193600,2046,5493,144702
761750502866649088,3984,0,144702
761745352076779520,878,4337,144702
761672994376806400,29576,50348,144702
761599872357261312,1202,4198,144702
761371037149827077,18371,0,144702
761334018830917632,1477,5275,144702
761292947749015552,1100,4556,144702
761227390836215808,1594,5403,144702
761004547850530816,3532,11519,144702
760893934457552897,991,3883,144702
760656994973933572,1936,6718,144702
760641137271070720,1319,5051,144702
760539183865880579,3689,7701,144702
760521673607086080,1412,4296,144702
760290219849637889,11702,27267,144702
760252756032651264,886,4005,144702
760190180481531904,1836,5793,144702
760153949710192640,31,0,144702
759943073749200896,2109,6046,144702
759923798737051648,5745,14918,144702
759846353224826880,2013,6836,144702
759793422261743616,1947,6068,144702
759557299618865152,1205,4782,144702
759447681597108224,2485,8628,144702
759446261539934208,496,1702,144702
759197388317847553,1981,6179,144702
759159934323924993,1176,0,144702
759099523532779520,4243,14744,144702
759047813560868866,2060,6600,144702
758854675097526272,912,3611,144702
758828659922702336,3897,11388,144702
758740312047005698,1634,5819,144702
758474966123810816,1021,3870,144702
758467244762497024,2249,4872,144702
758405701903519748,1939,5281,144702
758355060040593408,1099,3459,144702
758099635764359168,10163,19382,144703
758041019896193024,380,2741,144702
757741869644341248,3298,6976,144702
757729163776290825,8063,0,144702
757725642876129280,1230,4611,144702
