,tweet_id,retweet_count,favorites,jpg_url,img_num,true_prediction,prediction_confidence,name_of_dog,status_of_dog,new_rating
19,885167619883638784,4022,20695,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,,,1.3
20,884562892145688576,4322,22957,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,Kevin,,1.3
21,884441805382717440,5231,25579,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,,,1.4
22,883482846933004288,9081,43344,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,,,0.5
23,883117836046086144,6102,35085,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,,,1.3
24,882992080364220416,3580,22591,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,Rusty,,1.3
25,882762694511734784,4500,26734,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,Gus,pupper,1.2
26,882627270321602560,5588,26441,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,,,1.3
27,882268110199369728,10656,42409,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,Alfy,,1.3
28,881666595344535552,9832,47873,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,,pupper,1.3
29,880872448815771648,3524,20133,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,,,1.2
30,880465832366813184,5739,26954,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,,,1.2
31,880221127280381952,3839,25538,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,Jesse,,1.2
32,879862464715927552,3223,21141,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,Romeo,,1.3
33,879492040517615616,2932,22195,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,,,1.2
34,878281511006478336,1185,7317,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,,,1.3
35,878057613040115712,6264,39834,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,,,1.4
36,877736472329191424,17486,75183,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,,,1.3
37,877556246731214848,3510,21510,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,Penny,,1.2
38,877201837425926144,5153,25669,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,Nelly,,1.2
39,876838120628539392,3075,19586,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,Ginger,pupper,1.2
40,876484053909872640,2195,17777,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,Benedict,,1.3
41,876120275196170240,4310,26515,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,Venti,puppo,1.3
42,875747767867523072,3946,23851,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,Goose,,1.3
43,875144289856114688,4539,20761,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,Nugget,,1.3
44,875021211251597312,4369,24176,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,,,1.2
45,874680097055178752,4279,26391,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,,,1.2
46,874296783580663808,3801,24697,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,Jed,pupper,1.3
47,874057562936811520,3681,21546,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,,,1.2
48,874012996292530176,9523,32614,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,,puppo,1.3
49,873213775632977920,1476,6806,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,,pupper,1.2
50,872967104147763200,5040,25952,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,,doggo,1.2
51,872820683541237760,3450,14007,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,,,1.3
52,872620804844003328,3393,19712,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,Monkey,,1.3
53,872486979161796608,8394,38756,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,,,1.2
54,870374049280663552,24714,79111,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,Zoey,,1.3
55,869772420881756160,9449,40614,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,Dewey,,1.3
56,869227993411051520,3546,19532,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,Gizmo,,1.3
57,868622495443632128,4970,25543,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,0.868107,,,1.3
58,868552278524837888,1951,9651,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,0.378151,Cooper,,1.2
59,867900495410671616,3927,23194,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,0.522644,,,1.2
60,867051520902168576,7415,30901,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,,,1.3
61,866686824827068416,3275,18512,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,0.51473,Lili,puppo,1.2
62,865718153858494464,5310,24657,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,0.673664,Boomer,,1.3
63,865359393868664832,4727,25458,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake_Bay_retriever,0.832435,,,1.3
64,865006731092295680,7277,26956,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,Nelly,,1.3
65,864279568663928832,2856,14035,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff,0.668613,,,1.2
66,864197398364647424,8390,28917,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever,0.945905,,,1.3
67,863062471531167744,2306,8172,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French_bulldog,0.935804,Quinn,,1.3
68,862831371563274240,4885,18517,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian_terrier,0.207281,Zooey,,1.3
69,862096992088072192,22058,71819,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,chow,0.677589,,,1.3
70,861383897657036800,10215,34893,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.771008,Hobbes,,1.3
71,860524505164394496,5070,22882,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington_terrier,0.286558,,,1.3
72,859924526012018688,3923,18972,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French_bulldog,0.254587,Milky,,1.2
73,859607811541651456,1492,18048,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,golden_retriever,0.8955290000000001,,puppo,1.3
74,858843525470990336,3347,15132,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,0.57812,,puppo,1.3
75,858471635011153920,4661,20911,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,0.987407,Sophie,,1.3
76,858107933456039936,2793,15326,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,golden_retriever,0.863874,,,1.2
77,857989990357356544,2494,15655,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French_bulldog,0.43258,Rosie,,1.2
78,857746408056729600,10227,33350,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador_retriever,0.919832,Thor,,1.3
79,857263160327368704,4359,19526,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,0.998021,,,1.3
80,857029823797047296,3844,18409,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever,0.968623,Zeke,,1.2
81,856543823941562368,2782,15931,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,Boston_bull,0.30691,,,1.2
82,856282028240666624,6093,27120,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,Chihuahua,0.8765430000000001,Cermet,,1.4
83,855851453814013952,17448,44686,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,0.321676,,puppo,1.3
84,855459453768019968,7975,29227,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim_spaniel,0.389513,,,1.2
85,854732716440526848,5913,22357,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke,0.6955479999999999,,,1.2
86,854482394044301312,6696,28778,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua,0.26024200000000003,,,1.3
87,854365224396361728,4570,18553,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke,0.90708,Einstein,,1.3
88,854010172552949760,3071,15960,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English_springer,0.354733,,floofer,1.1
89,853639147608842240,9841,34221,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,German_shepherd,0.509879,,,1.3
90,852912242202992640,1781,8925,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great_Dane,0.7837649999999999,Benny,,1.2
91,852672615818899456,2112,14717,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,golden_retriever,0.7112350000000001,Aspen,,1.2
92,851591660324737024,3426,16098,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,Cardigan,0.394507,,,1.1
93,850380195714523136,2578,12981,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,Yorkshire_terrier,0.249012,Leo,,1.3
94,850019790995546112,4822,20286,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,Shetland_sheepdog,0.759907,Boomer,pupper,1.2
95,849412302885593088,3130,15775,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4,schipperke,0.907559,Noosh,,1.2
96,848690551926992896,4280,25063,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1,flat-coated_retriever,0.8236479999999999,,,1.2
97,848324959059550208,4565,24599,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1,malamute,0.5445760000000001,Odin,,1.2
98,848212111729840128,3012,16242,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg,1,Bedlington_terrier,0.333486,Jerry,,0.6
99,847842811428974592,1321,5410,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1,Bernese_mountain_dog,0.951337,Rontu,,1.2
100,847251039262605312,4276,20439,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,Airedale,0.49538,Furzey,,1.2
101,846153765933735936,9005,31578,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,giant_schnauzer,0.346468,Vixen,,1.3
102,845397057150107648,1799,7631,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie_Dinmont,0.394404,,doggo,1.3
103,845306882940190720,5374,23355,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1,Irish_water_spaniel,0.567475,Pickles,pupper,1.2
104,844973813909606400,3180,15098,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1,Labrador_retriever,0.742421,,,1.2
105,844223788422217728,2191,13665,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1,Labrador_retriever,0.71951,,,1.2
106,843604394117681152,2742,16929,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1,Labrador_retriever,0.430583,,,1.1
107,842846295480000512,3632,15308,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1,Labrador_retriever,0.461076,,,1.3
108,842535590457499648,3507,18153,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1,Pembroke,0.685084,Winnie,,1.3
109,842163532590374912,5797,24550,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,2,French_bulldog,0.891227,George,,1.2
110,841077006473256960,5320,22985,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,Brittany_spaniel,0.962985,,,1.2
111,840268004936019968,5758,19388,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3,Chesapeake_Bay_retriever,0.8639870000000001,Monty,,1.2
112,839990271299457024,2283,13497,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,Staffordshire_bullterrier,0.604938,Sojourner,,1.3
113,837820167694528512,7915,34423,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1,golden_retriever,0.887625,,pupper,1.2
114,837471256429613056,2294,12915,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,1,Norwegian_elkhound,0.976255,Vincent,,1.2
115,837110210464448512,2379,16186,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1,Siberian_husky,0.767696,,pupper,1.3
116,836001077879255040,4299,19282,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,4,Samoyed,0.963558,,,1.3
117,835172783151792128,5822,26453,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,2,Border_collie,0.663138,,,1.2
118,834786237630337024,5556,21568,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1,Border_terrier,0.156276,Tobi,,1.3
119,834458053273591808,1702,9728,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1,Rhodesian_ridgeback,0.468619,Chester,,1.2
120,834209720923721728,4817,20845,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1,golden_retriever,0.754799,Wilson,,1.2
121,833863086058651648,2435,13557,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1,kuvasz,0.494969,Bentley,,1.2
122,833479644947025920,2080,15018,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,golden_retriever,0.727039,Poppy,,1.3
123,833124694597443584,4901,20421,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,3,Cardigan,0.7105229999999999,Gidget,pupper,1.2
124,832757312314028032,3672,17056,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2,Cardigan,0.160888,Willow,,1.3
125,832636094638288896,2826,16052,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1,Eskimo_dog,0.5250319999999999,Orion,,1.2
126,832397543355072512,2246,12107,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,1,Pekinese,0.988916,Eevee,,1.2
127,832273440279240704,2368,11490,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,Pembroke,0.134081,Smiley,doggo,1.4
128,831670449226514432,1850,10587,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1,Pembroke,0.6248020000000001,,,1.3
129,831650051525054464,1962,7255,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,1,Eskimo_dog,0.530416,,,1.3
130,831552930092285952,2342,9112,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1,Chihuahua,0.257415,Dutch,,1.3
131,831315979191906304,1141,6643,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,4,briard,0.982755,,pupper,1.3
132,830583320585068544,17050,67867,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,Lilly,,1.3
133,830097400375152640,2998,9967,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4,toy_poodle,0.442713,,,1.3
134,829861396166877184,1980,12404,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1,Border_terrier,0.394486,,,1.2
135,829501995190984704,10780,32241,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1,French_bulldog,0.950851,Leo,,1.2
136,829449946868879360,2060,10621,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,Labrador_retriever,0.315163,,doggo,1.1
137,829141528400556032,7480,24812,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,2,golden_retriever,0.57314,,,1.2
138,829011960981237760,16549,53906,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,2,boxer,0.312221,Dexter,,1.3
139,828650029636317184,1375,9664,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,1,golden_retriever,0.649209,,,1.4
140,828011680017821696,2184,10518,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,1,American_Staffordshire_terrier,0.936662,Brutus,,1.1
141,827600520311402496,958,7549,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1,Pembroke,0.32563800000000004,Tucker,,1.3
142,827324948884643840,3112,16122,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1,golden_retriever,0.352486,,,1.2
143,826848821049180160,10363,36989,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great_Pyrenees,0.858764,Cupid,doggo,1.3
144,826240494070030336,2650,13524,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,1,French_bulldog,0.903048,,,1.1
145,825829644528148480,2537,12950,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2,Great_Pyrenees,0.8534069999999999,,,1.2
146,825535076884762624,17843,57762,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,1,Rottweiler,0.681495,,puppo,1.4
147,825147591692263424,4632,18646,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1,Pekinese,0.354823,Sweet,,1.3
148,825026590719483904,1289,6435,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2,Eskimo_dog,0.524454,,puppo,1.2
149,824775126675836928,3600,15206,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1,Border_terrier,0.610499,Scooter,,1.2
150,824325613288833024,10708,12024,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,1,Pembroke,0.990793,,pupper,1.3
151,823939628516474880,2760,10825,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1,schipperke,0.23407600000000006,,,1.2
152,823699002998870016,2574,14227,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,1,cairn,0.203999,Winston,,1.2
153,822610361945911296,3020,15115,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,1,cocker_spaniel,0.6644869999999999,,,1.2
154,822244816520155136,10114,35687,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1,Samoyed,0.585441,,,1.1
155,821886076407029760,2359,11564,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1,golden_retriever,0.26623800000000003,Jimison,,1.3
156,821765923262631936,1688,8602,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,golden_retriever,0.980071,Duchess,doggo,1.3
157,821149554670182400,2043,8846,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,1,German_shepherd,0.515933,,,1.2
158,821044531881721856,2332,12920,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,1,Old_English_sheepdog,0.14802,,,1.2
159,820314633777061888,575,3412,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2,Gordon_setter,0.940724,,,1.4
160,819952236453363712,1210,5432,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1,American_Staffordshire_terrier,0.925505,Oliver,puppo,1.3
161,819588359383371776,2038,9847,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1,Cardigan,0.5479350000000001,,,1.3
162,819227688460238848,6899,23609,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1,Border_terrier,0.4824520000000001,Finn,,1.2
163,819004803107983360,37761,88902,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,0.351308,Bo,,1.4
164,818627210458333184,7726,22904,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,1,Labrador_retriever,0.384188,,,1.3
165,818259473185828864,2337,11287,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1,miniature_schnauzer,0.367368,Florence,,1.2
166,817415592588222464,977,5733,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,1,Doberman,0.806163,Strudel,,1.1
167,817171292965273600,2075,8968,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1,golden_retriever,0.295483,Tebow,,1.3
168,817120970343411712,2671,12503,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,1,Saluki,0.568809,,,1.3
169,817056546584727552,1685,8802,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,1,kelpie,0.8644149999999999,Chloe,,1.1
170,816816676327063552,2086,10254,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1,malamute,0.668164,Timber,,1.2
171,816336735214911488,2000,8827,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1,Labrador_retriever,0.91933,Dudley,,1.1
172,816091915477250048,2203,9146,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3,Pomeranian,0.967345,Comet,,1.2
173,815966073409433600,8694,22962,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1,Tibetan_mastiff,0.506312,,pupper,1.3
174,815736392542261248,2335,10100,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3,Border_collie,0.5489069999999999,Akumi,,1.1
175,814986499976527872,1316,7852,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1,dalmatian,0.999828,Cooper,pupper,1.1
176,814638523311648768,2778,11555,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg,2,golden_retriever,0.650814,,,1.2
177,814530161257443328,1912,8876,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1,miniature_poodle,0.626913,Alf,,1.2
178,813910438903693312,1924,9535,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian_husky,0.6993550000000001,Chubbs,doggo,1.1
179,813812741911748608,14369,37366,https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg,1,French_bulldog,0.709146,,,1.4
180,813800681631023104,1813,8548,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,1,malamute,0.501159,Sky,,1.2
181,813217897535406080,7511,19141,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,1,Samoyed,0.905972,,,1.3
182,813202720496779264,1857,9472,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,cocker_spaniel,0.701852,,doggo,1.1
183,813187593374461952,4493,20412,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1,golden_retriever,0.888181,,,1.3
184,813127251579564032,3229,12166,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,Norwegian_elkhound,0.432416,,doggo,1.1
185,813096984823349248,3716,10830,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,Great_Dane,0.128056,Rocky,doggo,1.1
186,813051746834595840,7579,21528,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1,golden_retriever,0.914804,,,1.3
187,812709060537683968,1475,6799,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1,Irish_setter,0.326873,,,1.2
188,811627233043480576,3176,13118,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1,beagle,0.39628,Augie,,1.0
189,811386762094317568,6570,21508,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1,Pembroke,0.804177,,pupper,1.1
